Date,Academy,FirstName,LastName,Psychometrics,Presentation
2019-01-23,London Academy,Kelley,Bourgeois,0.5,0.5
2019-01-23,London Academy,Hinze,Treat,0.68,0.71875
2019-01-23,London Academy,Allen,Edelman,0.62,0.65625
2019-01-23,London Academy,Winnah,Spooner,0.6,0.65625
2019-01-23,London Academy,Bettye,Di Napoli,0.56,0.46875
2019-01-23,London Academy,Shannan,Andrejevic,0.46,0.59375
2019-01-23,London Academy,Jerry,Lamort,0.64,0.40625
2019-01-23,London Academy,Chiarra,Laughlan,0.46,0.46875
2019-01-23,London Academy,Pascale,Snelgrove,0.62,0.53125
2019-01-23,London Academy,Bernelle,Longhorne,0.56,0.75
2019-01-23,London Academy,Aviva,Duddan,0.59,0.625
2019-01-23,London Academy,Wendy,Ducastel,0.55,0.6875
2019-01-23,London Academy,Sherwin,Guy,0.48,0.5625
2019-07-23,London Academy,Sim,Bacchus,0.55,0.6875
2019-07-23,London Academy,Sybila,Bragge,0.5,0.78125
2019-07-23,London Academy,Brigid,Blabber,0.52,0.6875
2019-07-23,London Academy,Nickolai,Mollison,0.44,0.5
2019-07-23,London Academy,Elliot,Yarnley,0.58,0.71875
2019-07-23,London Academy,Ulrike,Kirvin,0.36,0.65625
2019-07-23,London Academy,Donavon,Glazebrook,0.5,0.46875
2019-07-23,London Academy,Merrill,Mckie,0.58,0.59375
2019-07-23,London Academy,Ronny,Vasilchenko,0.6,0.65625
2019-07-23,London Academy,Scarlett,Roarty,0.58,0.71875
2019-07-23,London Academy,Annabela,Brackenridge,0.53,0.75
2019-07-23,London Academy,Kerstin,Couper,0.52,0.6875
2019-07-23,London Academy,Alistair,Scanes,0.59,0.6875
2019-07-23,London Academy,Annice,Farady,0.54,0.40625
2019-07-23,London Academy,Rachelle,Loutheane,0.51,0.4375
2019-07-23,London Academy,Adela,Paley,0.59,0.5625
2019-07-23,London Academy,Sterling,Byer,0.49,0.6875
2019-07-23,London Academy,Nadya,Pineaux,0.56,0.71875
2019-07-23,London Academy,Ches,Wahlberg,0.54,0.6875
2019-07-23,London Academy,Merline,Rickell,0.53,0.6875
2019-05-23,Birmingham Academy,Bernadette,O' Timony,0.59,0.59375
2019-05-23,Birmingham Academy,Gert,Buffery,0.48,0.65625
2019-05-23,Birmingham Academy,Brittany,Mccluskey,0.53,0.59375
2019-05-23,Birmingham Academy,Timmi,Warr,0.64,0.625
2019-05-23,Birmingham Academy,Dallas,Sheekey,0.58,0.5625
2019-05-23,Birmingham Academy,Wolfie,Showers,0.54,0.71875
2019-05-23,Birmingham Academy,Gaven,Eckford,0.57,0.5
2019-05-23,Birmingham Academy,Nicolea,Gibbins,0.61,0.71875
2019-05-23,Birmingham Academy,Godfrey,Mcalpine,0.49,0.53125
2019-05-23,Birmingham Academy,Jamima,Thursby,0.6,0.6875
2019-05-23,Birmingham Academy,Harlene,Brymner,0.51,0.65625
2019-05-23,Birmingham Academy,Buddy,Kettle,0.61,0.59375
2019-05-23,Birmingham Academy,Evey,Reisk,0.5,0.71875
2019-05-23,Birmingham Academy,Artur,Domaschke,0.68,0.59375
2019-05-23,Birmingham Academy,Park,Jaumet,0.55,0.59375
2019-05-23,Birmingham Academy,Terrie,Mackibbon,0.55,0.59375
2019-05-23,Birmingham Academy,Roland,Mcmurray,0.5,0.53125
2019-05-23,Birmingham Academy,Alison,Tranckle,0.58,0.75
2019-05-23,Birmingham Academy,Renado,Arnaldo,0.6,0.5625
2019-05-23,Birmingham Academy,Lucian,Luckin,0.52,0.75
2019-05-23,Birmingham Academy,Tabor,Veltman,0.65,0.59375
2019-05-23,Birmingham Academy,Sigmund,Moulin,0.58,0.75
2019-05-23,Birmingham Academy,Herby,Gladdor,0.46,0.59375
2019-05-23,Birmingham Academy,Sukey,Donisi,0.53,0.625
2019-10-23,London Academy,Floria,Keunemann,0.56,0.71875
2019-10-23,London Academy,Raffaello,Byneth,0.54,0.59375
2019-10-23,London Academy,Morie,Beer,0.56,0.625
2019-10-23,London Academy,Vic,Massot,0.61,0.5
2019-10-23,London Academy,Laurens,Routham,0.61,0.625
2019-10-23,London Academy,Carita,Fenech,0.49,0.59375
2019-10-23,London Academy,Danella,Leisk,0.64,0.5
2019-10-23,London Academy,Jens,Tomaskunas,0.59,0.625
2019-10-23,London Academy,Lindon,Mee,0.53,0.6875
2019-10-23,London Academy,Martita,Hugle,0.57,0.78125
2019-10-23,London Academy,Kameko,Wilmore,0.6,0.53125
2019-10-23,London Academy,Carrie,Fitzhenry,0.55,0.6875
2019-10-23,London Academy,Reuven,Kneaphsey,0.53,0.75
2019-10-23,London Academy,Nelie,Chate,0.6,0.625
2019-10-23,London Academy,Hatty,Kinner,0.52,0.625
2019-10-23,London Academy,Nora,Leyes,0.59,0.53125
2019-10-23,London Academy,Toby,Frossell,0.6,0.40625
2019-10-23,London Academy,Tory,Aireton,0.6,0.625
2019-10-23,London Academy,Ambros,Dionsetto,0.43,0.5
2019-10-23,London Academy,Celesta,Linturn,0.5,0.59375
2019-10-23,London Academy,Nial,Ipsly,0.51,0.46875
2019-10-23,London Academy,Alfonso,Paschek,0.47,0.65625
2019-10-23,London Academy,Clair,Prestland,0.46,0.5625
2019-10-23,London Academy,Mortie,Beadel,0.57,0.375
2019-10-23,London Academy,Oby,Tomlin,0.5,0.6875
2019-10-23,London Academy,Kissee,Strowthers,0.57,0.34375
2019-10-23,London Academy,Lelia,Shingles,0.6,0.53125
2019-04-24,London Academy,Parke,Van Son,0.51,0.625
2019-04-24,London Academy,Hazel,Boyack,0.69,0.6875
2019-04-24,London Academy,Rosina,Ellaway,0.56,0.59375
2019-04-24,London Academy,Jeniffer,Kohrsen,0.49,0.71875
2019-04-24,London Academy,Anabelle,Masey,0.68,0.6875
2019-04-24,London Academy,Reube,Launchbury,0.56,0.5625
2019-04-24,London Academy,Janna,Heyfield,0.57,0.59375
2019-04-24,London Academy,Hersh,Bramo,0.64,0.53125
2019-04-24,London Academy,Kriste,Yallop,0.43,0.5625
2019-04-24,London Academy,Hayward,Macdunleavy,0.57,0.875
2019-04-24,London Academy,Huberto,Vollam,0.54,0.65625
2019-04-24,London Academy,Lorianne,Potticary,0.56,0.65625
2019-04-24,London Academy,Klarika,Grodden,0.49,0.4375
2019-04-24,London Academy,Tanya,Altofts,0.54,0.71875
2019-04-24,London Academy,Florence,Joseph,0.59,0.71875
2019-04-24,London Academy,Gunilla,Davidi,0.57,0.59375
2019-04-24,London Academy,Daniela,Raffan,0.58,0.5625
2019-04-24,London Academy,Ruth,Harnor,0.55,0.625
2019-04-24,London Academy,Wileen,Reckus,0.52,0.84375
2019-04-24,London Academy,Wilmer,Gealle,0.52,0.90625
2019-04-24,London Academy,Warde,Zecchinii,0.53,0.53125
2019-04-24,London Academy,Michele,Lawtie,0.55,0.4375
2019-04-24,London Academy,Garnette,Zanussii,0.51,0.65625
2019-01-24,Birmingham Academy,Kit,Oddboy,0.56,0.59375
2019-01-24,Birmingham Academy,Johannes,Hanny,0.67,0.40625
2019-01-24,Birmingham Academy,Sibley,Kneaphsey,0.5,0.71875
2019-01-24,Birmingham Academy,Jorry,Boom,0.43,0.65625
2019-01-24,Birmingham Academy,Alexandro,Frid,0.49,0.6875
2019-01-24,Birmingham Academy,Fran,Gebbie,0.66,0.625
2019-01-24,Birmingham Academy,Patrice,Prescott,0.55,0.6875
2019-01-24,Birmingham Academy,Blaine,Kimmel,0.52,0.34375
2019-01-24,Birmingham Academy,Isac,Bronger,0.64,0.6875
2019-01-24,Birmingham Academy,Muhammad,Garthland,0.52,0.75
2019-01-24,Birmingham Academy,Merlina,Spires,0.46,0.78125
2019-01-24,Birmingham Academy,Danna,Doyley,0.46,0.75
2019-01-24,Birmingham Academy,Roxanna,Tunstall,0.52,0.5
2019-01-24,Birmingham Academy,Konrad,Mccready,0.56,0.65625
2019-01-24,Birmingham Academy,Goober,Sully,0.46,0.625
2019-01-24,Birmingham Academy,Zoe,Schlag,0.59,0.625
2019-01-24,Birmingham Academy,Thurston,Venes,0.54,0.59375
2019-01-24,Birmingham Academy,Jorry,Varley,0.54,0.65625
2019-01-24,Birmingham Academy,Hallie,Robbeke,0.51,0.65625
2019-01-24,Birmingham Academy,Lutero,Winning,0.58,0.71875
2019-01-24,Birmingham Academy,Ronalda,Richmond,0.63,0.65625
2019-01-24,Birmingham Academy,Sybil,Maydway,0.6,0.78125
2019-01-24,Birmingham Academy,Kiah,Pittwood,0.68,0.5625
2019-01-24,Birmingham Academy,Craig,Ferriby,0.55,0.59375
2019-01-24,Birmingham Academy,Mel,Lafontaine,0.64,0.59375
2019-01-24,Birmingham Academy,Marlon,Tomala,0.59,0.46875
2019-01-24,Birmingham Academy,Olin,Gariff,0.58,0.46875
2019-01-24,Birmingham Academy,Findley,Mcandie,0.49,0.84375
2019-07-24,London Academy,Nora,Akers,0.61,0.71875
2019-07-24,London Academy,Francklyn,Leyninye,0.59,0.6875
2019-07-24,London Academy,Julissa,Dumbleton,0.57,0.59375
2019-07-24,London Academy,Elise,Soppeth,0.57,0.6875
2019-07-24,London Academy,Kerr,Allanson,0.58,0.65625
2019-07-24,London Academy,Berty,Saye,0.44,0.6875
2019-07-24,London Academy,Hurley,Collyer,0.7,0.75
2019-07-24,London Academy,Horten,Goble,0.65,0.75
2019-07-24,London Academy,Katrine,Westley,0.66,0.65625
2019-07-24,London Academy,Ingrid,Cradick,0.65,0.75
2019-07-24,London Academy,Valery,Delia,0.56,0.71875
2019-07-24,London Academy,Andrey,Cochran,0.55,0.78125
2019-07-24,London Academy,Bryanty,Brosnan,0.48,0.59375
2019-07-24,London Academy,Virgilio,Duddy,0.46,0.71875
2019-07-24,London Academy,Raimondo,Mellodey,0.65,0.71875
2019-07-24,London Academy,Nevil,Penhaligon,0.57,0.65625
2019-07-24,London Academy,Clementine,Greedier,0.67,0.53125
2019-07-24,London Academy,Harrison,Filby,0.48,0.71875
2019-07-24,London Academy,Brodie,Chipperfield,0.55,0.6875
2019-07-24,London Academy,Dewitt,Milborn,0.52,0.5625
2019-07-24,London Academy,Raven,Derx,0.52,0.6875
2019-07-24,London Academy,Ines,Plaschke,0.54,0.5625
2019-07-24,London Academy,Ahmad,Shreeves,0.44,0.59375
2019-07-24,London Academy,Allyn,Spatoni,0.47,0.625
2019-10-24,Birmingham Academy,Ruby,Batecok,0.72,0.625
2019-10-24,Birmingham Academy,Odell,Dwire,0.65,0.625
2019-10-24,Birmingham Academy,Joete,Gummory,0.45,0.625
2019-10-24,Birmingham Academy,Kathrine,Sugar,0.56,0.53125
2019-10-24,Birmingham Academy,Lanie,Romeuf,0.58,0.59375
2019-10-24,Birmingham Academy,Gavin,Dougill,0.52,0.4375
2019-10-24,Birmingham Academy,Farlay,Pitman,0.58,0.78125
2019-10-24,Birmingham Academy,Banky,Mchaffy,0.49,0.78125
2019-10-24,Birmingham Academy,Maiga,Griffin,0.54,0.625
2019-10-24,Birmingham Academy,Tiffany,Laugherane,0.58,0.65625
2019-10-24,Birmingham Academy,Karita,Crissil,0.57,0.59375
2019-10-24,Birmingham Academy,Nalani,Petz,0.64,0.375
2019-10-24,Birmingham Academy,Gaston,Kunc,0.63,0.46875
2019-10-24,Birmingham Academy,Thaxter,Vanyushin,0.52,0.75
2019-10-24,Birmingham Academy,Lonnard,Wetton,0.49,0.71875
2019-10-24,Birmingham Academy,Vanny,Grimsditch,0.5,0.59375
2019-10-24,Birmingham Academy,Jori,Riseley,0.51,0.65625
2019-10-24,Birmingham Academy,Corny,O'Tuohy,0.49,0.59375
2019-10-24,Birmingham Academy,Kelly,Coneybeer,0.68,0.5
2019-10-24,Birmingham Academy,Abner,Devo,0.36,0.6875
2019-10-24,Birmingham Academy,Almeda,Jeppe,0.6,0.75
2019-10-24,Birmingham Academy,Amos,Chattell,0.46,0.59375
2019-10-24,Birmingham Academy,Waylan,Gors,0.51,0.8125
2019-10-24,Birmingham Academy,Romy,Nother,0.66,0.625
2019-09-24,London Academy,Sunshine,Backshall,0.55,0.65625
2019-09-24,London Academy,Demetre,Coghlan,0.48,0.65625
2019-09-24,London Academy,Dyanna,Kidman,0.49,0.65625
2019-09-24,London Academy,Llywellyn,Beckitt,0.58,0.59375
2019-09-24,London Academy,Tadio,Colloby,0.6,0.59375
2019-09-24,London Academy,Dotti,Crauford,0.67,0.6875
2019-09-24,London Academy,Lurline,Souness,0.55,0.65625
2019-09-24,London Academy,Uriah,Terlinden,0.38,0.65625
2019-09-24,London Academy,Agnella,Dairton,0.69,0.46875
2019-09-24,London Academy,Dion,Eccersley,0.62,0.65625
2019-09-24,London Academy,Doralia,Deackes,0.55,0.71875
2019-09-24,London Academy,Gene,Levens,0.66,0.71875
2019-09-24,London Academy,Dante,Littley,0.49,0.5625
2019-09-24,London Academy,Robbie,Adess,0.41,0.625
2019-09-24,London Academy,Rahal,Rymill,0.48,0.6875
2019-09-24,London Academy,Dunc,Smallacombe,0.58,0.625
2019-09-24,London Academy,Reta,Blais,0.55,0.53125
2019-09-24,London Academy,Dolly,Casaro,0.56,0.75
2019-09-24,London Academy,Antonetta,Rustedge,0.53,0.5625
2019-09-24,London Academy,Mildred,Macalaster,0.66,0.59375
2019-09-24,London Academy,Bartel,Billiard,0.43,0.625
2019-09-24,London Academy,Thorpe,Sigars,0.69,0.625
2019-09-24,London Academy,Englebert,Orme,0.59,0.59375
2019-09-24,London Academy,Storm,Henryson,0.59,0.59375
2019-09-24,London Academy,Kalinda,Leebetter,0.54,0.6875
2019-09-24,London Academy,Ulrika,Southam,0.53,0.75
2019-09-24,London Academy,Renado,Rubes,0.4,0.5625
2019-09-24,London Academy,Vernon,Bennough,0.55,0.75
2019-04-25,Birmingham Academy,Cherey,Tollfree,0.59,0.5625
2019-04-25,Birmingham Academy,Verena,Sheddan,0.49,0.625
2019-04-25,Birmingham Academy,Niel,Snartt,0.38,0.53125
2019-04-25,Birmingham Academy,Fredrick,Carvil,0.53,0.5625
2019-04-25,Birmingham Academy,Idelle,Kidstoun,0.54,0.53125
2019-04-25,Birmingham Academy,Dorolisa,Cutmere,0.61,0.71875
2019-04-25,Birmingham Academy,Reeva,Roistone,0.47,0.6875
2019-04-25,Birmingham Academy,Flss,Whittle,0.59,0.4375
2019-04-25,Birmingham Academy,Emiline,Bolderoe,0.64,0.6875
2019-04-25,Birmingham Academy,Winnifred,Outright,0.72,0.59375
2019-04-25,Birmingham Academy,Bailey,Antrim,0.59,0.53125
2019-04-25,Birmingham Academy,Phyllida,Mcdiarmid,0.52,0.65625
2019-04-25,Birmingham Academy,Atlante,Brewins,0.47,0.78125
2019-04-25,Birmingham Academy,Templeton,Krzysztofiak,0.58,0.5625
2019-04-25,Birmingham Academy,Idelle,Pidgeley,0.51,0.5625
2019-04-25,Birmingham Academy,Teodora,Redwood,0.66,0.5625
2019-04-25,Birmingham Academy,Deana,Legonidec,0.62,0.6875
2019-04-25,Birmingham Academy,Cati,Von Salzberg,0.58,0.4375
2019-04-25,Birmingham Academy,Jarib,Rayhill,0.6,0.46875
2019-04-25,Birmingham Academy,Lanny,Esposita,0.49,0.71875
2019-04-25,Birmingham Academy,Konstantine,Badsey,0.48,0.71875
2019-04-25,Birmingham Academy,Ave,Waudby,0.62,0.5625
2019-04-25,Birmingham Academy,Fidela,Dallywater,0.58,0.625
2019-04-25,Birmingham Academy,Ertha,Nudds,0.58,0.5625
2019-04-25,Birmingham Academy,Conny,Robson,0.41,0.4375
2019-04-25,Birmingham Academy,Boycey,Matushenko,0.69,0.65625
2019-07-25,Birmingham Academy,Guss,Tacon,0.61,0.375
2019-07-25,Birmingham Academy,Sander,Rewbottom,0.58,0.65625
2019-07-25,Birmingham Academy,Annie,Ibbotson,0.52,0.46875
2019-07-25,Birmingham Academy,Domini,Norvel,0.42,0.875
2019-07-25,Birmingham Academy,Vanessa,Schimke,0.62,0.40625
2019-07-25,Birmingham Academy,Nissie,D'Andrea,0.49,0.625
2019-07-25,Birmingham Academy,Gisele,Beetham,0.5,0.625
2019-07-25,Birmingham Academy,Justis,Gilham,0.54,0.625
2019-07-25,Birmingham Academy,Sela,Pavese,0.56,0.59375
2019-07-25,Birmingham Academy,Marcela,Riding,0.59,0.59375
2019-07-25,Birmingham Academy,Thedrick,Chastagnier,0.39,0.5
2019-07-25,Birmingham Academy,Emelen,Romera,0.45,0.5
2019-07-25,Birmingham Academy,Peterus,Bartolomeazzi,0.55,0.71875
2019-07-25,Birmingham Academy,Ira,Grima,0.6,0.625
2019-07-25,Birmingham Academy,Hurlee,Hesey,0.61,0.59375
2019-07-25,Birmingham Academy,Cordie,Duckering,0.53,0.65625
2019-07-25,Birmingham Academy,Jeffry,Cockman,0.54,0.3125
2019-07-25,Birmingham Academy,Leopold,Boichat,0.6,0.71875
2019-07-25,Birmingham Academy,Grant,Hasney,0.48,0.71875
2019-07-25,Birmingham Academy,Coleman,Martynka,0.57,0.71875
2019-07-25,Birmingham Academy,Brendon,Corbally,0.47,0.40625
2019-07-25,Birmingham Academy,Oralia,Chaikovski,0.55,0.71875
2019-07-25,Birmingham Academy,Clarke,Cradoc,0.61,0.84375
2019-07-25,Birmingham Academy,Rois,Covey,0.55,0.71875
2019-07-25,Birmingham Academy,Allyce,Attwill,0.55,0.71875
2019-07-25,Birmingham Academy,Layne,Mcaline,0.5,0.65625
2019-07-25,Birmingham Academy,Antonie,Coram,0.53,0.84375
2019-07-25,Birmingham Academy,Nani,Measom,0.63,0.5625
2019-07-25,Birmingham Academy,Elwin,Collumbine,0.47,0.59375
2019-07-25,Birmingham Academy,Evvy,Allcock,0.64,0.6875
2019-06-25,London Academy,Aurelea,Leason,0.51,0.59375
2019-06-25,London Academy,Marchall,Pocklington,0.58,0.5625
2019-06-25,London Academy,Giulietta,Dissman,0.62,0.59375
2019-06-25,London Academy,Nehemiah,Tackle,0.44,0.8125
2019-06-25,London Academy,Lind,Ferebee,0.51,0.78125
2019-06-25,London Academy,Malia,Checcucci,0.57,0.65625
2019-06-25,London Academy,Fancie,Coster,0.66,0.65625
2019-06-25,London Academy,Shel,Bolzen,0.59,0.5625
2019-06-25,London Academy,Matilda,Mattiessen,0.59,0.6875
2019-06-25,London Academy,Francklin,Warrington,0.51,0.65625
2019-06-25,London Academy,Hulda,Bales,0.58,0.6875
2019-06-25,London Academy,Sophey,Skypp,0.45,0.625
2019-06-25,London Academy,Maren,Burgott,0.38,0.65625
2019-06-25,London Academy,Prescott,Alfuso,0.51,0.625
2019-06-25,London Academy,Judie,Lowy,0.65,0.625
2019-06-25,London Academy,Homere,Stentiford,0.64,0.75
2019-06-25,London Academy,Mac,Birkinshaw,0.56,0.25
2019-06-25,London Academy,Kellen,Bentick,0.53,0.6875
2019-06-25,London Academy,Trescha,Gendrich,0.51,0.4375
2019-06-25,London Academy,Paxton,Mcginlay,0.63,0.46875
2019-06-25,London Academy,Agustin,Roderighi,0.38,0.65625
2019-06-25,London Academy,Philly,Jerrim,0.56,0.5
2019-06-25,London Academy,Sandi,Gurton,0.62,0.84375
2019-06-25,London Academy,Levy,Standage,0.57,0.53125
2019-06-25,London Academy,Lanni,Otton,0.62,0.59375
2019-06-25,London Academy,Allx,Macdearmaid,0.59,0.5
2019-06-25,London Academy,Jarrod,Driffe,0.68,0.53125
2019-06-25,London Academy,Judd,Abrahm,0.55,0.65625
2019-06-25,London Academy,Kat,Rigard,0.57,0.625
2019-06-25,London Academy,Amos,Debill,0.51,0.59375
2019-06-25,London Academy,Costanza,Pyke,0.67,0.59375
2019-06-25,London Academy,Othilia,Hucker,0.65,0.65625
2019-06-25,London Academy,Silvain,Kuhwald,0.61,0.65625
2019-09-25,London Academy,Rickie,Burkert,0.54,0.59375
2019-09-25,London Academy,Andriana,Dunniom,0.57,0.5
2019-09-25,London Academy,Sherwin,Mcilwraith,0.63,0.6875
2019-09-25,London Academy,Iolande,Trevers,0.61,0.71875
2019-09-25,London Academy,Oralla,Copelli,0.55,0.78125
2019-09-25,London Academy,Foss,Tilio,0.48,0.59375
2019-09-25,London Academy,Tulley,Fisbburne,0.59,0.4375
2019-09-25,London Academy,Dasie,Justis,0.49,0.75
2019-09-25,London Academy,Elvina,Judd,0.6,0.59375
2019-09-25,London Academy,Eimile,Jobey,0.51,0.6875
2019-09-25,London Academy,Anestassia,Gadman,0.58,0.59375
2019-09-25,London Academy,Willi,Lakenden,0.48,0.625
2019-09-25,London Academy,Reg,Gaines,0.52,0.59375
2019-09-25,London Academy,Ches,Keniwell,0.44,0.5625
2019-09-25,London Academy,Darya,Delafont,0.57,0.625
2019-09-25,London Academy,Myrta,Tissell,0.52,0.65625
2019-09-25,London Academy,Robin,Gilleon,0.41,0.65625
2019-09-25,London Academy,Gerta,Leonards,0.67,0.59375
2019-09-25,London Academy,Aleen,Mckeurton,0.53,0.65625
2019-09-25,London Academy,Prudi,Bernardon,0.52,0.71875
2019-09-25,London Academy,Prescott,Turpey,0.62,0.6875
2019-09-25,London Academy,Honor,Jeandon,0.58,0.59375
2019-09-25,London Academy,Malcolm,Whittier,0.59,0.78125
2019-09-25,London Academy,Gun,Burkitt,0.57,0.6875
2019-09-25,London Academy,Payton,Turbard,0.58,0.8125
2019-09-25,London Academy,Nealon,Tompkiss,0.66,0.71875
2019-09-25,London Academy,Cristal,Prendergast,0.41,0.4375
2019-09-25,London Academy,Neel,Campana,0.5,0.65625
2019-09-25,London Academy,Briana,Shorter,0.6,0.59375
2019-09-25,London Academy,Clyve,Bowe,0.49,0.8125
2019-09-25,London Academy,Rip,Jordeson,0.55,0.4375
2019-02-26,London Academy,Frasier,Greedyer,0.51,0.5625
2019-02-26,London Academy,Reese,Proswell,0.53,0.6875
2019-02-26,London Academy,Kimmi,Bodell,0.5,0.625
2019-02-26,London Academy,Mart,Greser,0.61,0.5
2019-02-26,London Academy,Audrye,Tobias,0.54,0.625
2019-02-26,London Academy,Debby,Mcglynn,0.57,0.53125
2019-02-26,London Academy,Yvette,Hammerberg,0.49,0.5625
2019-02-26,London Academy,Artemas,Towse,0.48,0.84375
2019-02-26,London Academy,Georg,Battman,0.6,0.75
2019-02-26,London Academy,Willis,Dedney,0.41,0.71875
2019-02-26,London Academy,Loraine,Colville,0.54,0.75
2019-02-26,London Academy,Terry,Macvanamy,0.6,0.875
2019-02-26,London Academy,Sheridan,Angeau,0.53,0.65625
2019-02-26,London Academy,Hermann,Caser,0.6,0.5625
2019-02-26,London Academy,Sammy,Gowrie,0.61,0.53125
2019-02-26,London Academy,Ali,Shegog,0.55,0.625
2019-02-26,London Academy,Bryanty,Zamorrano,0.47,0.75
2019-02-26,London Academy,Howard,Shipperbottom,0.69,0.6875
2019-02-26,London Academy,Marmaduke,Bratch,0.5,0.53125
2019-02-26,London Academy,Weston,Bakes,0.55,0.6875
2019-02-26,London Academy,Ealasaid,Badcock,0.63,0.625
2019-02-26,London Academy,Edin,Elie,0.5,0.625
2019-02-26,London Academy,Suellen,Downgate,0.45,0.6875
2019-02-26,London Academy,Marika,Massard,0.54,0.5625
2019-02-26,London Academy,Gal,Wallwood,0.59,0.59375
2019-02-26,London Academy,Maggy,O'Cleary,0.53,0.46875
2019-02-26,London Academy,Bobbye,Hains,0.51,0.75
2019-02-26,London Academy,Jard,Antonowicz,0.52,0.625
2019-02-26,London Academy,Norah,Bowen,0.65,0.46875
2019-06-26,London Academy,Simmonds,Castledine,0.47,0.75
2019-06-26,London Academy,Jan,Manilo,0.6,0.5625
2019-06-26,London Academy,Kathy,Meeking,0.52,0.75
2019-06-26,London Academy,Annamaria,Redhole,0.55,0.59375
2019-06-26,London Academy,Simonne,Reggler,0.42,0.65625
2019-06-26,London Academy,Bridie,Tosh,0.61,0.28125
2019-06-26,London Academy,Katherina,Bowton,0.6,0.625
2019-06-26,London Academy,Kim,Bester,0.62,0.6875
2019-06-26,London Academy,Cherrita,Allchorne,0.53,0.5
2019-06-26,London Academy,Rosalinda,Frizzell,0.5,0.59375
2019-06-26,London Academy,Brian,Geard,0.56,0.3125
2019-06-26,London Academy,Claire,Reville,0.46,0.5625
2019-06-26,London Academy,Briant,Pope,0.53,0.6875
2019-06-26,London Academy,Eamon,Falls,0.56,0.4375
2019-06-26,London Academy,Siegfried,Gerleit,0.45,0.5625
2019-06-26,London Academy,Lea,Normington,0.59,0.625
2019-06-26,London Academy,Charleen,Feldberger,0.56,0.4375
2019-06-26,London Academy,Wilona,Crean,0.59,0.65625
2019-06-26,London Academy,Carlynne,Keal,0.52,0.75
2019-06-26,London Academy,Bax,Sweetman,0.5,0.75
2019-06-26,London Academy,Jamima,Sturgess,0.58,0.71875
2019-06-26,London Academy,Eddy,Smuth,0.48,0.6875
2019-06-26,London Academy,Jeannette,Willans,0.63,0.65625
2019-06-26,London Academy,Tirrell,Tabart,0.52,0.71875
2019-06-26,London Academy,Roland,Skeene,0.57,0.53125
2019-06-26,London Academy,Abram,Sueter,0.68,0.59375
2019-06-26,London Academy,Bab,Durnan,0.47,0.53125
2019-06-26,London Academy,Cordie,Bolduc,0.55,0.6875
2019-06-26,London Academy,Fremont,Vicary,0.59,0.78125
2019-06-26,London Academy,Clio,Lafflina,0.61,0.78125
2019-06-26,London Academy,Balduin,Gudgion,0.39,0.59375
2019-06-26,London Academy,Ervin,Acosta,0.59,0.625
2019-06-26,London Academy,Aguie,Prati,0.61,0.59375
2019-06-26,London Academy,Ceil,Suerz,0.48,0.71875
2019-06-26,London Academy,Kendra,Twort,0.57,0.65625
2019-06-26,London Academy,Dexter,Clucas,0.5,0.375
2019-06-26,London Academy,Samson,Mosen,0.54,0.5625
2019-06-26,London Academy,Myrtle,Satterly,0.67,0.40625
2019-03-26,London Academy,Abbe,Hanny,0.6,0.71875
2019-03-26,London Academy,Anica,Vallis,0.62,0.75
2019-03-26,London Academy,Quinton,Kuhnt,0.56,0.53125
2019-03-26,London Academy,Gavin,Sides,0.62,0.75
2019-03-26,London Academy,Cyrill,Wilkison,0.52,0.65625
2019-03-26,London Academy,Teodoor,Fleay,0.68,0.78125
2019-03-26,London Academy,Kassia,Wynch,0.61,0.6875
2019-03-26,London Academy,Marcy,Rout,0.47,0.625
2019-03-26,London Academy,Brion,Clappson,0.44,0.59375
2019-03-26,London Academy,Almire,Vautrey,0.59,0.53125
2019-03-26,London Academy,Rudy,Davidde,0.56,0.71875
2019-03-26,London Academy,Forbes,Follos,0.51,0.34375
2019-03-26,London Academy,Jacenta,Antonowicz,0.57,0.4375
2019-03-26,London Academy,Raul,Airlie,0.63,0.71875
2019-03-26,London Academy,Cleve,Craigs,0.62,0.65625
2019-03-26,London Academy,Jeri,Borges,0.48,0.53125
2019-03-26,London Academy,Rubia,Harnott,0.43,0.8125
2019-03-26,London Academy,Aili,Haggidon,0.47,0.59375
2019-03-26,London Academy,Salaidh,Jumont,0.65,0.375
2019-03-26,London Academy,Jill,Pawelec,0.56,0.46875
2019-03-26,London Academy,Olenolin,Wressell,0.62,0.6875
2019-03-26,London Academy,Althea,Kopelman,0.54,0.78125
2019-03-26,London Academy,Dre,Southerton,0.5,0.5
2019-03-26,London Academy,Neal,Ginglell,0.65,0.65625
2019-03-26,London Academy,Emily,Yon,0.51,0.71875
2019-03-26,London Academy,Sigmund,Carnihan,0.44,0.6875
2019-03-26,London Academy,Ashlie,Siveter,0.57,0.5625
2019-03-26,London Academy,Maxwell,Fadell,0.61,0.5
2019-03-26,London Academy,Hobart,Caldeyroux,0.62,0.625
2019-11-26,London Academy,Serge,De Leek,0.52,0.625
2019-11-26,London Academy,Sharron,Starling,0.54,0.5625
2019-11-26,London Academy,Charla,Rillett,0.49,0.90625
2019-11-26,London Academy,Maegan,Chadd,0.6,0.71875
2019-11-26,London Academy,Ulrick,Swane,0.61,0.8125
2019-11-26,London Academy,Giff,Dukes,0.71,0.6875
